#
# .csv to store UE's information in HSS
# Kept in the following format: "Name,IMSI,Key,OP_Type,OP/OPc,AMF,QCI,IP_alloc"
#
# Name:     Human readable name to help distinguish UE's. Ignored by the HSS
# IMSI:     UE's IMSI value
# Key:      UE's key, where other keys are derived from. Stored in hexadecimal
# OP_Type:  Operator's code type, either OP or OPc
# OP/OPc:   Operator Code/Cyphered Operator Code, stored in hexadecimal
# AMF:      Authentication management field, stored in hexadecimal
# QCI:      QoS Class Identifier for the UE's default bearer.
# IP_alloc: Statically assigned IP for the UE.
#
# Note: Lines starting by '#' are ignored and will be overwritten
# List of UEs with IMSI, and key increasing by one for each new UE. Useful for testing with AmariUE simulator and ue_count option
ue100,999990000000100,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.100
ue101,999990000000101,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.101
ue102,999990000000102,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.102
ue103,999990000000103,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.103
ue104,999990000000104,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.104
ue105,999990000000105,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.105
ue106,999990000000106,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.106
ue107,999990000000107,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.107
ue108,999990000000108,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.108
ue109,999990000000109,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.109
ue110,999990000000110,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.110
ue111,999990000000111,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.111
ue112,999990000000112,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.112
ue113,999990000000113,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.113
ue114,999990000000114,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.114
ue115,999990000000115,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.115
ue116,999990000000116,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.116
ue117,999990000000117,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.117
ue118,999990000000118,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.118
ue119,999990000000119,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.119
ue120,999990000000120,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.120
ue121,999990000000121,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.121
ue122,999990000000122,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.122
ue123,999990000000123,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.123
ue124,999990000000124,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.124
ue125,999990000000125,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.125
ue126,999990000000126,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.126
ue127,999990000000127,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.127
ue128,999990000000128,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.128
ue129,999990000000129,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.129
ue130,999990000000130,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.130
ue131,999990000000131,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.131
ue132,999990000000132,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.132
ue133,999990000000133,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.133
ue134,999990000000134,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.134
ue135,999990000000135,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.135
ue136,999990000000136,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.136
ue137,999990000000137,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.137
ue138,999990000000138,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.138
ue139,999990000000139,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.139
ue140,999990000000140,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.140
ue141,999990000000141,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.141
ue142,999990000000142,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.142
ue143,999990000000143,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.143
ue144,999990000000144,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.144
ue145,999990000000145,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.145
ue146,999990000000146,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.146
ue147,999990000000147,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.147
ue148,999990000000148,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.148
ue149,999990000000149,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.149
ue150,999990000000150,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,9001,9,10.45.0.150
